ORIGEM DOS DADOS;CÓDIGO OBRA;PROCESSO;SECRETARIA CONTRATANTE;SECRETARIA RESPONSÁVEL;SUBPREFEITURA;REGIÃO;DISTRITO;LOCAL;LATITUDE;LONGITUDE;NOME DA OBRA;ESCOPO DO CONTRATO;CATEGORIA;SUBCATEGORIA;CLASSIFICAÇÃO;STATUS;FONTES DE RECURSO;DT INÍCIO DA OBRA;DT TÉRMINO DA OBRA;NÚMERO DO CONTRATO;EMPRESA CONTRATADA;CNPJ CONTRATADA;PROGRAMA DE METAS;VALOR INICIAL DO CONTRATO;VALOR DE ADITAMENTOS;VALOR TOTAL DO CONTRATO;VALOR EXECUTADO DO CONTRATO;VALOR DE REAJUSTES;VALOR DE INVESTIMENTOS
SIURB;C201;7910201600000637;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;PI;OESTE;PINHEIROS;RUA COSTA CARVALHO;-23.5624993;-46.6993001;MANUTENÇÃO DA MALHA VIÁRIA NAS RUAS COSTA CARVALHO, SUMIDOURO ATÉ PROFº FREDERICO HERMANN JUNIOR – PINHEIROS;PRESTAÇÃO DE SERVIÇOS DE REQUALIFICAÇÃO, VISANDO A CONSERVAÇÃO E MANUTENÇÃO DA MALHA VIÁRIA NAS RUAS COSTA CARVALHO, SUMIDOURO ATÉ PROFº FREDERICO HERMANN JUNIOR – PINHEIROS;Vias e Logradouros;CONSTRUÇÃO;VIARIO;CONCLUÍDA;;15/09/2016;13/03/2017;043/SIURB/16;SOEBE CONSTRUÇÃO E PAVIMENTAÇÃO LTDA.;	43677822000114;	;R$3.946.740,14;R$0,00;R$3.946.740,14;R$0,00;R$0,00;R$0,00
SIURB;C202;7910201600000645;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;PI;OESTE;PINHEIROS;RUA  JOÃO ELIAS SAADA;-23.5667983;-46.6976466;MANUTENÇÃO DA MALHA VIÁRIA NA RUA  JOÃO ELIAS SAADA;PRESTAÇÃO DE SERVIÇOS DE CONSERVAÇÃO E MANUTENÇÃO DA MALHA VIÁRIA NA RUA  JOÃO ELIAS SAADA ENTRE AS RUAS FERREIRA DE ARAÚJO E PADRE CARVALHO – PINHEIROS;Vias e Logradouros;CONSTRUÇÃO;VIARIO;CONCLUÍDA;;15/09/2016;13/03/2017;044/SIURB/16;SOEBE CONSTRUÇÃO E PAVIMENTAÇÃO LTDA.;	43677822000114;	;R$325.521,16;R$0,00;R$325.521,16;R$0,00;R$0,00;R$0,00
SIURB;C205;6022201600002028;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;CL;SUL;CAPAO REDONDO;RUA BICCI DO LORENZO;-23.660781;-46.7939606;MANUTENÇÃO DA MALHA VIÁRIA NA RUA BICCI DO LORENZO;PRESTAÇÃO DE SERVIÇOS DE CONSERVAÇÃO E MANUTENÇÃO DA MALHA VIÁRIA NA RUA BICCI DO LORENZO;Vias e Logradouros;CONSTRUÇÃO;VIARIO;CONCLUÍDA;00-Tesouro Municipal\03-Transferências Estaduais;23/09/2016;22/04/2017;047/SIURB/16;JOFEGE PAVIMENTAÇÃO E CONSTRUÇÃO LTDA.;	62162847000120;	;R$1.500.495,82;R$0,00;R$1.500.495,82;R$385.857,43;R$0,00;R$385.857,43
SIURB;C2152201;7910202200012407;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SE;CENTRO;SÉ;Centro Velho do Município de São Paulo;-23.5475301;-46.6342171;REQUALIFICAÇÃO URBANA E REFORMA DAS CALÇADAS E CALÇADÕES DO CENTRO VELHO DO MUNICÍPIO DE SÃO PAULO - LOTE 1;Contratação de empresa especializada em engenharia para execução das obras de requalificação urbana e reforma das calçadas e calçadões do Centro Velho do Município de São Paulo - Lote 1;Mobilidade Urbana;CONSTRUÇÃO;Requalificação Urbana;EM ANDAMENTO;00-Tesouro Municipal\08-PMSP-SMDU/ Fundo de Desenvolvimento Urbano-FUNDURB\08-PMSP-SMDU/ Fundo de Desenvolvimento Urbano-FUNDURB;21/11/2022;21/08/2024;215/SIURB/22;CONSÓRCIO CALÇADAS SP;	48258355000101;		;R$31.916.866,12;R$0,00;R$31.916.866,12;R$12.920.963,94;R$0,00;R$12.920.963,94
SIURB;C219;201300984291;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;JA;SUL;JABAQUARA;RUA IPIRANGA, 792;-23.6363539;-46.664395;PARQUE DO CHUVISCO;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ENGENHARIA, PARA EXECUÇÃO DAS DEMOLIÇÕES, OBRAS DE RECUPERAÇÃO E REFORÇO ESTRUTURAL, REFORMA DE ESPAÇOS REMANESCENTES, CONSTRUÇÃO DE NOVAS ESTRUTURAS, OBRAS VIÁRIAS E OBRAS DE READEQUAÇÃO E REQUALIFICAÇÃO ARQUITETÔNICA E PAISAGISTA DO PARQUE DO CHUVISCO.;Outros;CONSTRUÇÃO;PARQUE;CONCLUÍDA;08-Tesouro Municipal - Recursos Vinculados;21/08/2013;20/01/2019;061/SIURB/13;LEMAM CONSTRUÇÕES E COMÉRCIO LTDA;	04002395000112;	;R$15.259.659,05;R$88.138,59;R$15.347.797,64;R$11.466.581,52;R$2.053.040,40;R$13.519.621,92
SIURB;C220;200901098937;SECRETARIA MUNICIPAL DE EDUCAÇÃO;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;CL;SUL;VILA ANDRADE;AV. PERIMETRAL II;-23.6188;-46.72207;EMEF PERIMETRAL II;EXECUÇÃO DE SERVIÇOS E OBRAS PARA CONSTRUÇÃO DA EMEF PERIMETRAL II – SETOR 8302, SITUADA NA AVENIDA PERIMETRAL II – VILA ANDRADE – PARAISÓPOLIS – SP/CL;Unidades de Educação;CONSTRUÇÃO;EMEF;CONCLUÍDA;00-Tesouro Municipal;06/06/2012;29/04/2019;064/SIURB/12;Engebras Const Empre Ltda;	55288740000167;	;R$5.400.000,00;-R$109,73;R$5.399.890,27;R$5.347.375,49;R$1.883.691,07;R$7.231.066,56
SIURB;C223;7910201900006800;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;MO;LESTE;MOOCA;VIADUTO ALCÂNTARA MACHADO;-23.552333;-46.61128;PROJETO ESTRUTURAL E OBRA DE RECUPERAÇÃO DO VIADUTO ALCÂNTARA MACHADO;CONTRATAÇÃO EM CARÁTER EMERGENCIAL PARA ELABORAÇÃO DE PROJETO ESTRUTURAL E OBRA DE RECUPERAÇÃO DO VIADUTO ALCÂNTARA MACHADO;Vias e Logradouros;CONSTRUÇÃO;VIADUTO;CONCLUÍDA;00-Tesouro Municipal\08-Tesouro Municipal - Recursos Vinculados;14/09/2019;11/03/2020;001/SIURB/20;VOS OBRAS E SERVIÇOS DE CONSTRUÇÃO CIVIL LTDA;	01129913000175;	;R$9.575.123,00;R$0,00;R$9.575.123,00;R$8.093.693,67;R$0,00;R$8.093.693,67
SIURB;C224;7910201900008064;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;BT;OESTE;MORUMBI;PONTE CIDADE JARDIM;-23.58590;-46.690274;PROJETO ESTRUTURAL E OBRA DE RECUPERAÇÃO DA PONTE CIDADE JARDIM;CONTRATAÇÃO EM CARÁTER EMERGENCIAL PARA ELABORAÇÃO DE PROJETO ESTRUTURAL E OBRA DE RECUPERAÇÃO DA PONTE CIDADE JARDIM;Mobilidade Urbana;CONSTRUÇÃO;VIADUTO;CONCLUÍDA;00-Tesouro Municipal\08-Tesouro Municipal - Recursos Vinculados;31/10/2019;27/04/2020;004/SIURB/20;G2O GERENCIAMENTO E OBRAS LTDA;	05268723000190;	;R$3.676.036,50;R$0,00;R$3.676.036,50;R$3.493.743,44;R$0,00;R$3.493.743,44
SIURB;C226;7910201900003828;SECRETARIA MUNICIPAL DE INOVAÇÃO E TECNOLOGIA;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;PE;LESTE;PENHA;R. CANDAPUÍ, 492;-23.5208165;-46.525855;DESCOMPLICA SP – UNIDADE PENHA;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ENGENHARIA PARA EXECUÇÃO DAS OBRAS DE REFORMA PARA A IMPLANTAÇÃO DO DESCOMPLICA SP – UNIDADE PENHA;Outros;CONSTRUÇÃO;DESCOMPLICA;CONCLUÍDA;00-Tesouro Municipal;16/09/2019;15/07/2020;091/SIURB/19;KLE ENGENHARIA EIRELI - EPP;	11479176000194;	;R$1.390.903,92;R$120.151,98;R$1.511.055,90;R$1.430.654,25;R$0,00;R$1.430.654,25
SIURB;C228;7910201900003704;SECRETARIA MUNICIPAL DE INOVAÇÃO E TECNOLOGIA;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SM;LESTE;SAO MATEUS;AV. RAGUEB CHOHFI, 1.400;-23.5998007;-46.4690028;DESCOMPLICA SP – UNIDADE SÃO MATEUS;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ENGENHARIA E ARQUITETURA PARA EXECUÇÃO DAS OBRAS DE IMPLANTAÇÃO DO DESCOMPLICA SP – UNIDADE SÃO MATEUS.;Outros;CONSTRUÇÃO;DESCOMPLICA;CONCLUÍDA;00-Tesouro Municipal;09/08/2019;04/05/2020;083/SIURB/19;Const Progredior Ltda;	56838949000110;	;R$1.788.631,30;R$325.717,24;R$2.114.348,54;R$2.114.348,54;R$0,00;R$2.114.348,54
SIURB;C229;6110201800043001;SECRETARIA MUNICIPAL DA SAÚDE;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;MB;SUL;JARDIM SAO LUIS;ESTRADA DE ITAPECERICA, 1661;-23.6495051;-46.7504919;MANUTENÇÃO DA COZINHA DO HOSPITAL DO CAMPO LIMPO;MANUTENÇÃO DA COZINHA DO HOSPITAL DO CAMPO LIMPO - DR. FERNANDO MAURO PIRES DA ROCHA;Unidades de Saúde;CONSTRUÇÃO;HOSPITAL;CONCLUÍDA;;25/11/2019;22/05/2020;110/SIURB/19;JAGUAR CONSTRUÇÕES EIRELI;	25179790000145;	;R$869.122,09;R$0,00;R$869.122,09;R$0,00;R$0,00;R$0,00
SIURB;C230;7910201900007610;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;IT;LESTE;ITAIM PAULISTA;RUA BENÍGNO NOGUEIRA FRANCO;-23.4905357;-46.3748377;EXECUÇÃO DE OBRAS DE RECUPERAÇÃO DO PONTILHÃO CÓRREGO TRÊS PONTES;CONTRATAÇÃO EMERGENCIAL DE EMPRESA ESPECIALI-ZADA EM ENGENHARIA PARA EXECUÇÃO DE OBRAS DE RECUPERAÇÃO DO PONTILHÃO CÓRREGO TRÊS PONTES - VIA DE LIGAÇÃO ENTRE A RUA BENÍGNO NOGUEIRA FRANCO, EM SÃO PAULO E A RUA MARCELINO FERNANDES, EM ITAQUAQUECETUBA;Mobilidade Urbana;CONSTRUÇÃO;PONTE;CONCLUÍDA;08-Tesouro Municipal - Recursos Vinculados;18/10/2019;14/04/2020;006/SIURB/20;ELLENCO CONSTRUÇÕES LTDA;	72183486000151;	;R$1.481.440,04;R$0,00;R$1.481.440,04;R$1.358.668,24;R$0,00;R$1.358.668,24
SIURB;C237;6064201900005242;SECRETARIA MUNICIPAL DO DESENVOLVIMENTO TRABALHO E EMPREENDEDORISMO;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;BT;OESTE;MORUMBI;RUA NELLA MURARI ROSA, 40;-23.5891883;-46.7565506;OBRA DE MANUTENÇÃO E ADEQUAÇÃO DA CRESAN BUTANTÃ;EXECUÇÃO DE OBRA DE MANUTENÇÃO E ADEQUAÇÃO DA CRESAN BUTANTÃ, SITUADO NA RUA NELLA MURARI ROSA, 40;Outros;CONSTRUÇÃO;CRESAN;CONCLUÍDA;00-Tesouro Municipal;01/06/2020;28/09/2020;022/SIURB/20;KLE ENGENHARIA EIRELLI - EPP;	11479176000194;	;R$499.499,65;R$0,00;R$499.499,65;R$467.187,88;R$0,00;R$467.187,88
SIURB;C238;6074201900027275;SECRETARIA MUNICIPAL DE DIREITOS HUMANOS E CIDADANIA;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SE;CENTRO;CAMBUCI;RUA TEIXEIRA MENDES , 262;-23.5594527;-46.626649;EXECUÇÃO DOS SERVIÇOS DE 2º ESCALÃO PARA MANUTENÇÃO E ADEQUAÇÕES DO TELHADO DO POLO DO IDOSO E CONARI E MANUTENÇÃO DA SALA DE TI;CONTRATAÇÃO DA EXECUÇÃO DOS SERVIÇOS DE 2º ESCALÃO PARA MANUTENÇÃO E ADEQUAÇÕES DO TELHADO DO POLO DO IDOSO E CONARI E MANUTENÇÃO DA SALA DE TI, SITO À RUA TEIXEIRA MENDES , 262, CAMBUCI, COM ÁREA DE INTERVENÇÃO DE 380,00 M2;Outros;CONSTRUÇÃO;PONTO;CONCLUÍDA;00-Tesouro Municipal;08/06/2020;05/09/2020;021/SIURB/20;POLOSUL ENGENHARIA E CONSTRUÇÕES EIRELI - EPP;	07761443000144;	;R$302.043,02;-R$21.440,98;R$280.602,04;R$271.815,28;R$0,00;R$271.815,28
SIURB;C239;7910202000002130;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SÃO PAULO OBRAS;SE;CENTRO;CONSOLACAO;RUA DA CONSOLAÇÃO;-23.5474221;-46.6499287;RECUPERAÇÃO DA VIGA DE SUSTENTAÇÃO NA SAÍDA DA RUA DA CONSOLAÇÃO PARA A RADIAL LESTE, SOB A PRAÇA ROOSEVELT;CONTRATAÇÃO EM CARÁTER EMERGENCIAL PARA RECUPERAÇÃO DA VIGA DE SUSTENTAÇÃO NA SAÍDA DA RUA DA CONSOLAÇÃO PARA A RADIAL LESTE, SOB A PRAÇA ROOSEVELT EM SÃO PAULO.  ;Mobilidade Urbana;CONSTRUÇÃO;VIADUTO;CONCLUÍDA;08-Tesouro Municipal - Recursos Vinculados;05/03/2020;31/08/2020;024/SIURB/20;G2O GERENCIAMENTO E OBRAS LTDA;	05268723000190;	;R$205.231,82;R$0,00;R$205.231,82;R$198.709,42;R$0,00;R$198.709,42
SIURB;C242;6025201900132829;SECRETARIA MUNICIPAL DE CULTURA;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SA;SUL;SANTO AMARO;ADOLFO PINHEIRO, 765;-23.6464468;-46.7040988;OBRAS PARA REFORMA DE CABINE PRIMÁRIA TEATRO MUNICIPAL DE SANTO AMARO PAULO EIRÓ;CONTRATAÇÃO DE SERVIÇOS E OBRAS PARA REFORMA DE CABINE PRIMÁRIA COM O OBJETIVO DE RECUPERAR AS CONDIÇÕES DE ENERGIZAÇÃO DO TEATRO MUNICIPAL DE SANTO AMARO PAULO EIRÓ, SITUADO NA AV. ADOLFO PINHEIRO, Nº 765 PR/SA.;Outros;CONSTRUÇÃO;TEATRO;CONCLUÍDA;00-Tesouro Municipal;06/07/2020;03/09/2020;033/SIURB/20;POLOSUL ENGENHARIA E CONSTRUÇÕES EIRELI - EPP;	07761443000144;	;R$56.611,00;R$0,00;R$56.611,00;R$53.989,84;R$0,00;R$53.989,84
SIURB;C244;6110201900073778;AUTARQUIA HOSPITALAR MUNICIPAL;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;MO;LESTE;TATUAPE;AV. CELSO GARCIA, 4815;-23.5332562;-46.5687599;MANUTENÇÃO E REPAROS NO TELHADO DO HOSPITAL MUNICIPAL DR. CARMINO CARICCHIO;MANUTENÇÃO E REPAROS NO TELHADO DO HOSPITAL MUNICIPAL DR. CARMINO CARICCHIO - AV. CELSO GARCIA, 4815 - TATUAPÉ.;Unidades de Saúde;CONSTRUÇÃO;HOSPITAL;CONCLUÍDA;;15/07/2020;12/09/2020;039/SIURB/20;ANDRÔMEDA ENGENHARIA LTDA - EPP;	05578285000166;	;R$81.761,57;R$0,00;R$81.761,57;R$0,00;R$0,00;R$0,00
SIURB;C248;7910201900006959;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SE;CENTRO;SANTA CECILIA;ELEVADO PRESIDENTE JOÃO GOULART;-23.5360278;-46.6516218;IMPLANTAÇÃO DE GRADIL METÁLICO NO ELEVADO PRESIDENTE JOÃO GOULART - MINHOCÃO;CONTRATAÇÃO DE EMPRESA PARA A IMPLANTAÇÃO DE GRADIL METÁLICO NO ELEVADO PRESIDENTE JOÃO GOULART - MINHOCÃO;Mobilidade Urbana;CONSTRUÇÃO;VIADUTO;CONCLUÍDA;08-Tesouro Municipal - Recursos Vinculados;18/11/2019;20/07/2021;115/SIURB/19;SHOP SIGNS OBRAS E SERVIÇÕS LTDA;	02120261000170;	;R$3.115.000,00;R$0,00;R$3.115.000,00;R$2.596.148,10;R$0,00;R$2.596.148,10
SIURB;C252;201700032409;SECRETARIA MUNICIPAL DE EDUCAÇÃO;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SB;LESTE;SAPOPEMBA;R. CRISTÓVÃO DE VASCONCELOS, 86;-23.616338;-46.5054592;CONTENÇÃO DE MURO DE ARRIMO E OBRAS COMPLEMENTARES EMEF HERALDO BARBUY;CONTENÇÃO DE MURO DE ARRIMO E OBRAS COMPLEMENTARES NA DIVISA LATERAL DIRETA DA EMEF HERALDO BARBUY;Unidades de Educação;CONSTRUÇÃO;EMEF;CONCLUÍDA;00-Tesouro Municipal;03/01/2017;01/07/2017;005/SMSO/17;Central de Plan.O.Constr.Ltda;	49717215000160;	;R$522.889,66;R$0,00;R$522.889,66;R$522.874,67;R$0,00;R$522.874,67
SIURB;C256;6022201900018973;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;IP;SUL;IPIRANGA;RUA GUARDA DE HONRA;-23.573528;-46.6075925;RECUPERAÇÃO DA GALERIA DA RUA GUARDA DE HONRA;CONTRATAÇÃO EM CARÁTER EMERGENCIAL PARA RECUPERAÇÃO DA GALERIA DE ÁGUAS PLUVIAIS DA RUA GUARDA DE HONRA, ENTRE A RUA TERESA CRISTINA E AVENIDA DO ESTADO;Drenagem;CONSTRUÇÃO;DRENAGEM;CONCLUÍDA;03-Transferências Estaduais;21/03/2019;16/09/2019;102/SIURB/19;FBS – CONSTRUÇÃO CIVIL E PAVIMENTAÇÃO LTDA;	66805555000133;	;R$245.958,18;R$0,00;R$245.958,18;R$244.484,98;R$0,00;R$244.484,98
SIURB;C257;6022201900010441;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;BT;OESTE;RAPOSO TAVARES;AV. HEITOR ANTONIO EIRAS GARCIA X AV. GENERAL ASDRÚBAL DA CUNHA;-23.5987167;-46.7872485;OBRAS DE RECUPERAÇÃO AV. HEITOR ANTONIO EIRAS GARCIA X AV. GENERAL ASDRÚBAL DA CUNHA;EXECUÇÃO EM CARATER EMERGENCIAL DE OBRAS DE RECUPERAÇÃO DE GALERIA DE ÁGUAS PLUVIAIS LOCALIZADA A AV. HEITOR ANTONIO EIRAS GARCIA x AV. GENERAL ASDRÚBAL DA CUNHA.;Drenagem;CONSTRUÇÃO;DRENAGEM;CONCLUÍDA;03-Transferências Estaduais;05/02/2019;03/08/2019;081/SIURB/19;CONSTRUTORA ESTRUTURAL LTDA;	75154385000140;	;R$1.505.889,02;R$0,00;R$1.505.889,02;R$1.481.994,21;R$0,00;R$1.481.994,21
SIURB;C258;6022201900018221;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;PE;LESTE;PENHA;AV. GABRILA MISTRAL, 685;-23.5153415;-46.5518997;RECUPERAÇÃO ESTRUTURAL / DRENAGEM DE RECUPERAÇÃO DE TRECHO DE TÚNEL SOB A CPTM DA GALERIA DO CÓRREGO TIQUATIRA;CONTRATAÇÃO EM CARÁTER EMERGENCIAL PARA RECUPERAÇÃO ESTRUTURAL / DRENAGEM DE RECUPERAÇÃO DE TRECHO DE TÚNEL SOB A CPTM DA GALERIA DO CÓRREGO TIQUATIRA.;Drenagem;CONSTRUÇÃO;DRENAGEM;CONCLUÍDA;03-Transferências Estaduais;15/03/2019;10/09/2019;088/SIURB/19;OLIPOL ENGENHARIA E COMÉRCIO LTDA;	62688528000152;	;R$7.359.812,96;R$0,00;R$7.359.812,96;R$7.335.912,88;R$0,00;R$7.335.912,88
SIURB;C259;6022201900049011;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;MG;NORTE;VILA MARIA;AVENIDA NADIR DIAS DE FIGUEIREDO, 750;-23.5183643;-46.596168;RECUPERAÇÃO DE TALUDE NA AVENIDA NADIR DIAS DE FIGUEIREDO;CONTRATAÇÃO EM CARÁTER EMERGENCIAL PARA RECUPERAÇÃO DE TALUDE NA AVENIDA NADIR DIAS DE FIGUEIREDO JUNTO A RUA NOVA HAMBURGO E EM FRETE À RUA QUIRINO;Drenagem;CONSTRUÇÃO;DRENAGEM;CONCLUÍDA;08-Tesouro Municipal - Recursos Vinculados;20/09/2019;17/03/2020;145/SIURB/19;TALUDE CONSTRUÇÕES S.A.;	14914786000167;	;R$5.381.394,27;R$0,00;R$5.381.394,27;R$5.243.461,08;R$0,00;R$5.243.461,08
SIURB;C264;6022202000004168;SECRETARIA MUNICIPAL DE EDUCAÇÃO;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;MP;LESTE;VILA JACUI;R. DR. MILTON PENA, 19;-23.4937316;-46.4598338;OBRAS COMPLEMENTARES NO CEI CONVENIADA PARQUE CRUZEIRO DO SUL.;CONTRATAÇÃO EM CARÁTER EMERGENCIAL PARA ESCORAMENTO DO TRECHO SOB O SOLÁRIO, PROTEÇÃO COM LONAS PLÁSTICAS NA ÁREA FORA DO PRÉDIO, CONSTRUÇÃO DE MURO DE ARRIMO DE ALTURA ADEQUADA NA BORDA DO SOLÁRIO EM TODA A EXTENSÃO DO TERRENO, RETALUDAMENTO DO TERRENO ENTRE O MURO DE ARRIMO E AS DIVISAS DO TERRENO JUNTO A RUA E DEMAIS OBRAS COMPLEMENTARES NO CEI CONVENIADA PARQUE CRUZEIRO DO SUL.;Unidades de Educação;CONSTRUÇÃO;CEI;CONCLUÍDA;00-Tesouro Municipal;03/03/2020;29/08/2020;051/SIURB/20;PASSARELLI ENGENHARIA E CONSTRUÇÃO LTDA;	60625829000101;	;R$3.879.414,10;R$0,00;R$3.879.414,10;R$3.859.423,75;R$0,00;R$3.859.423,75
SIURB;C270;6110201900066569;AUTARQUIA HOSPITALAR MUNICIPAL;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;CL;SUL;CAMPO LIMPO;ESTRADA DE ITAPECERICA, 1661;-23.6488368;-46.7494688;HOSPITAL MUNICIPAL FERNANDO MAURO PIRES DA ROCHA - LAJES;EXECUÇÃO DE OBRA DE MANUTENÇÃO E ADEQUAÇÃO DAS LAJES DO HOSPITAL CAMPO LIMPO - ESTRADA DE ITAPECERICA, 1661 - SÃO PAULO – SP;Unidades de Saúde;CONSTRUÇÃO;HOSPITAL;CONCLUÍDA;;30/12/2019;27/04/2020;144/SIURB/19;W.S.G. ENGENHARIA LTDA - EPP;	71855696000186;	;R$310.732,43;R$0,00;R$310.732,43;R$0,00;R$0,00;R$0,00
SIURB;C271;6018201800644145;SECRETARIA MUNICIPAL DA SAÚDE;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;ST;NORTE;SANTANA;RUA SANTA EULÁLIA, 86;-23.5120777;-46.6300107;LABORATÓRIO DE ZOONOSES - ADEQUAÇÃO DE AR CONDICIONADO;ADEQUAÇÃO E INSTALAÇÃO DE NOVO SISTEMA DE AR CONDICIONADO CENTRAL,  LAB ZOO/DVZ/COVISA, SITUADO NA RUA SANTA EULÁLIA, 86 - SANTANA - SUB/ST. ;Unidades de Saúde;CONSTRUÇÃO;LABORATORIO;CONCLUÍDA;02-Transferências Federais;06/07/2020;02/11/2020;030/SIURB/20;INOVA AR CONDICIONADO EIRELI;	23268984000191;	;R$348.236,85;R$33.270,27;R$381.507,12;R$365.429,23;R$0,00;R$365.429,23
SIURB;C274;6023201900022429;SECRETARIA MUNICIPAL DE INOVAÇÃO E TECNOLOGIA;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;SE;CENTRO;SE;RUA LÍBERO BADARÓ, 425;-23.5456618;-46.638294;SMIT - BANHEIRO DO 34º ANDAR;CONTRATAÇÃO DE SERVIÇOS TÉCNICOS DE ADAPTAÇÃO/REFORMA DO BANHEIRO DO 34º ANDAR DA SECRETARIA MUNICIPAL DE INOVAÇÃO E TECNOLOGIA, PARA ADEQUAÇÃO ÀS NORMAS VIGENTES DE ACESSIBILIDADE (PNE), LOCALIZADO À RUA LÍBERO BADARÓ, 425, CENTRO, SÃO PAULO;Outros;CONSTRUÇÃO;SMIT;CONCLUÍDA;00-Tesouro Municipal;01/10/2019;31/10/2019;098/SIURB/19;JRA Empreendimentos e Eng.Ltda;	01454603000126;	;R$27.563,53;R$0,00;R$27.563,53;R$27.563,53;R$0,00;R$27.563,53
SIURB;C275;6016201900116026;SECRETARIA MUNICIPAL DE EDUCAÇÃO;SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA E OBRAS;BT;OESTE;VILA SONIA;RUA BERGOGNONE, 17;-23.5902481;-46.7523537;CEI INDIRETA JARDIM JAQUELINE;CONTRATAÇÃO DE SERVIÇOS E OBRAS PARA EXECUÇÃO DE MURO DE ARRIMO NA CEI INDIRETO JD. JAQUELINE, SITUADO NA RUA BERGOGNONE, 17 - SP-BT.;Unidades de Educação;CONSTRUÇÃO;CEI/IND;CONCLUÍDA;00-Tesouro Municipal;18/11/2019;16/01/2020;108/SIURB/19;JARDIM LOURDES;	67192609000180;	;R$291.681,45;R$0,00;R$291.681,45;R$255.514,12;R$0,00;R$255.514,12
